frame,crowd_density_norm,facial_discomfort_norm
99,0.12769230769230772,0.0
100,0.26615384615384624,0.5
101,0.16923076923076924,0.0
102,0.16923076923076924,0.6666666666666666
103,0.12769230769230772,0.6666666666666666
104,0.16923076923076924,0.0
105,0.30769230769230765,0.5
106,0.2557692307692308,0.5
106,0.2557692307692308,0.0
107,0.15192307692307688,0.5
108,0.13461538461538464,0.3333333333333333
109,0.10000000000000003,0.0
110,0.26153846153846155,1.0
111,0.28461538461538455,0.0
111,0.28461538461538455,0.0
112,0.21538461538461534,0.5
113,0.23846153846153845,1.0
114,0.33076923076923087,1.0
115,0.23846153846153845,1.0
116,0.26153846153846155,0.0
117,0.35384615384615387,1.0
118,0.23846153846153845,1.0
118,0.23846153846153845,0.0
119,0.26153846153846155,1.0
120,0.30769230769230765,0.5
121,0.33076923076923087,1.0
122,0.33076923076923087,1.0
123,0.21538461538461534,0.5
124,0.21538461538461534,1.0
125,0.23846153846153845,1.0
126,0.19230769230769235,1.0
127,0.14615384615384613,0.5
128,0.34230769230769237,0.5
128,0.34230769230769237,1.0
129,0.27307692307692305,1.0
130,0.27307692307692305,0.5
131,0.27307692307692305,1.0
132,0.27307692307692305,1.0
132,0.27307692307692305,0.0
133,0.27307692307692305,1.0
134,0.23846153846153845,1.0
135,0.34230769230769237,1.0
136,0.30769230769230765,0.5
137,0.30769230769230765,1.0
137,0.30769230769230765,0.0
138,0.30769230769230765,0.0
138,0.30769230769230765,0.0
139,0.30769230769230765,0.0
139,0.30769230769230765,1.0
140,0.23846153846153845,0.5
141,0.23846153846153845,1.0
142,0.23846153846153845,0.0
143,0.34230769230769237,0.3333333333333333
144,0.30769230769230765,1.0
145,0.30769230769230765,0.0
145,0.30769230769230765,0.0
146,0.37692307692307697,0.5
147,0.34230769230769237,0.0
148,0.4461538461538462,0.0
149,0.23846153846153845,0.5
150,0.27307692307692305,0.0
151,0.37692307692307697,0.5
152,0.30769230769230765,0.5
152,0.30769230769230765,0.0
153,0.34230769230769237,1.0
154,0.30769230769230765,0.0
155,0.34230769230769237,1.0
156,0.30769230769230765,0.5
157,0.4461538461538462,0.6666666666666666
158,0.4461538461538462,0.5
159,0.37692307692307697,0.0
159,0.37692307692307697,1.0
160,0.37692307692307697,0.0
160,0.37692307692307697,0.0
161,0.37692307692307697,0.5
162,0.27307692307692305,0.6666666666666666
162,0.27307692307692305,1.0
163,0.27307692307692305,1.0
163,0.27307692307692305,0.0
164,0.4461538461538462,1.0
165,0.4461538461538462,0.0
166,0.4115384615384616,0.0
167,0.4115384615384616,1.0
168,0.4461538461538462,0.0
169,0.37692307692307697,1.0
170,0.37692307692307697,0.5
171,0.4461538461538462,0.0
172,0.37692307692307697,0.0
173,0.37692307692307697,0.0
174,0.37692307692307697,0.0
175,0.37692307692307697,0.0
176,0.4115384615384616,0.0
177,0.34230769230769237,0.0
178,0.37692307692307697,0.6666666666666666
179,0.37692307692307697,0.6666666666666666
179,0.37692307692307697,0.0
180,0.37692307692307697,0.0
181,0.37692307692307697,0.0
182,0.27307692307692305,0.5
182,0.27307692307692305,0.0
183,0.27307692307692305,0.5
184,0.27307692307692305,0.5
185,0.30769230769230765,0.0
186,0.30769230769230765,0.0
187,0.34230769230769237,1.0
188,0.34230769230769237,1.0
189,0.37692307692307697,0.5
190,0.37692307692307697,0.5
191,0.37692307692307697,0.0
192,0.37692307692307697,0.5
193,0.37692307692307697,0.5
194,0.37692307692307697,1.0
195,0.37692307692307697,0.0
195,0.37692307692307697,0.0
196,0.4807692307692308,0.5
197,0.30769230769230765,0.0
197,0.30769230769230765,0.0
198,0.34230769230769237,0.0
199,0.34230769230769237,0.5
200,0.4461538461538462,1.0
201,0.4807692307692308,1.0
202,0.4807692307692308,1.0
203,0.4807692307692308,1.0
204,0.4807692307692308,0.0
205,0.4807692307692308,0.5
206,0.37692307692307697,0.0
207,0.27307692307692305,0.0
208,0.27307692307692305,0.0
209,0.4461538461538462,0.0
210,0.4115384615384616,0.6666666666666666
211,0.4115384615384616,1.0
212,0.7923076923076924,0.0
213,0.7923076923076924,0.0
213,0.7923076923076924,0.0
214,0.7923076923076924,0.0
215,0.7923076923076924,0.5
216,0.7923076923076924,1.0
217,0.7923076923076924,1.0
218,0.7923076923076924,0.0
219,0.7923076923076924,0.0
219,0.7923076923076924,0.0
220,0.7923076923076924,0.5
221,0.7923076923076924,0.0
222,0.7923076923076924,0.5
223,0.7923076923076924,1.0
224,0.7923076923076924,0.5
225,0.7923076923076924,1.0
226,0.7923076923076924,0.0
227,0.7923076923076924,0.6666666666666666
228,0.7923076923076924,0.5
228,0.7923076923076924,0.0
229,0.7923076923076924,0.5
230,0.7923076923076924,0.0
231,0.7923076923076924,0.0
232,0.7923076923076924,0.0
233,0.7923076923076924,0.0
234,0.7923076923076924,1.0
235,0.7923076923076924,1.0
236,0.7923076923076924,0.0
236,0.7923076923076924,0.0
237,0.7923076923076924,0.0
238,0.7923076923076924,0.0
239,0.7923076923076924,1.0
240,0.7923076923076924,0.0
241,0.7923076923076924,1.0
242,0.7923076923076924,0.0
243,0.7923076923076924,0.0
244,0.7923076923076924,0.0
244,0.7923076923076924,0.0
245,0.7230769230769232,0.5
246,0.7230769230769232,0.0
247,0.7230769230769232,0.5
248,0.7230769230769232,0.5
249,0.7230769230769232,1.0
250,0.7230769230769232,1.0
251,0.7923076923076924,0.5
252,0.7923076923076924,0.5
253,0.7923076923076924,0.0
254,0.7923076923076924,0.0
255,1.0,0.0
256,1.0,0.5
257,1.0,0.0
258,0.9307692307692308,0.5
259,1.0,1.0
260,1.0,0.0
260,1.0,0.0
261,1.0,0.5
262,1.0,0.6666666666666666
263,1.0,0.0
264,0.9307692307692308,0.0
265,1.0,0.0
266,1.0,0.5
267,1.0,0.0
268,1.0,0.0
269,1.0,1.0
270,1.0,0.0
271,1.0,0.0
272,1.0,0.5
273,1.0,1.0
274,1.0,0.5
274,1.0,0.0
275,1.0,0.0
276,1.0,1.0
276,1.0,0.0
277,1.0,1.0
278,1.0,0.5
279,0.9307692307692308,0.5
280,1.0,0.0
281,1.0,0.5
281,1.0,0.0
282,1.0,0.5
283,1.0,0.3333333333333333
284,1.0,0.5
284,1.0,1.0
285,1.0,1.0
285,1.0,0.0
286,1.0,0.0
287,1.0,0.0
288,1.0,0.0
289,1.0,0.5
290,1.0,0.5
290,1.0,0.0
291,1.0,1.0
292,1.0,0.0
293,1.0,0.5
294,1.0,0.0
294,1.0,0.0
295,1.0,0.0
296,1.0,0.0
297,1.0,0.0
298,1.0,0.5
299,1.0,0.0
300,1.0,0.5
301,1.0,0.5
302,1.0,0.5
303,1.0,0.0
304,1.0,1.0
305,1.0,0.5
306,1.0,0.0
307,1.0,1.0
308,1.0,0.0
309,1.0,0.5
310,0.9307692307692308,0.0
